image_id,file_name,length_cm,width_cm,height_cm,bbox_x,bbox_y,bbox_w,bbox_h,belt_y,side_sign
705,parcel_00705.jpg,58,20,43,96.37,172.11,123.22,68.57,163,-1
706,parcel_00706.jpg,88,67,31,80.43,159.28,180.13,49.0,131,1
707,parcel_00707.jpg,42,54,24,245.26,173.05,89.66,32.69,140,1
708,parcel_00708.jpg,47,34,33,42.8,146.14,90.26,44.86,134,1
709,parcel_00709.jpg,18,40,26,266.51,134.87,68.52,44.14,130,-1
710,parcel_00710.jpg,46,46,10,73.83,166.7,125.77,28.87,157,-1
711,parcel_00711.jpg,26,38,53,67.67,170.76,67.45,65.16,142,-1
712,parcel_00712.jpg,56,51,33,169.4,178.6,125.1,53.29,155,-1
713,parcel_00713.jpg,57,27,36,264.55,189.71,95.57,50.42,137,1
714,parcel_00714.jpg,34,44,10,67.74,216.44,69.34,17.42,132,-1
715,parcel_00715.jpg,69,57,53,130.41,170.84,125.31,73.22,165,-1
716,parcel_00716.jpg,61,36,8,124.63,201.61,97.19,13.84,149,1
717,parcel_00717.jpg,87,23,22,145.67,188.28,141.53,28.69,165,-1
718,parcel_00718.jpg,59,50,32,33.61,179.45,97.88,30.07,137,1
719,parcel_00719.jpg,51,35,29,72.89,160.37,93.17,41.63,152,-1
720,parcel_00720.jpg,47,28,16,184.6,182.55,123.63,38.07,173,-1
721,parcel_00721.jpg,59,44,20,90.18,178.07,175.31,44.26,145,1
722,parcel_00722.jpg,72,14,34,154.02,186.73,115.04,49.7,165,-1
723,parcel_00723.jpg,50,26,42,207.79,171.44,123.97,71.64,158,-1
724,parcel_00724.jpg,86,30,55,195.24,173.95,150.14,61.28,151,-1
725,parcel_00725.jpg,54,63,21,165.93,201.63,125.98,38.37,154,-1
726,parcel_00726.jpg,23,47,59,274.64,171.32,49.35,60.36,143,1
727,parcel_00727.jpg,40,60,38,188.16,203.51,92.3,41.64,154,1
728,parcel_00728.jpg,22,57,13,198.61,216.37,81.82,25.32,169,1
729,parcel_00729.jpg,54,38,34,150.04,185.18,100.61,50.37,133,-1
730,parcel_00730.jpg,49,32,9,83.34,180.8,72.68,11.17,174,-1
731,parcel_00731.jpg,54,45,52,66.24,169.43,119.37,73.93,163,-1
732,parcel_00732.jpg,30,13,12,188.69,191.34,59.3,18.71,139,1
733,parcel_00733.jpg,71,19,36,93.11,191.38,112.98,42.4,151,1
734,parcel_00734.jpg,32,55,16,44.41,199.77,64.36,21.01,171,-1
735,parcel_00735.jpg,29,34,34,276.25,163.05,63.51,49.4,145,-1
736,parcel_00736.jpg,37,20,37,40.23,195.1,71.6,45.38,172,1
737,parcel_00737.jpg,89,60,21,98.73,178.29,225.38,46.61,162,-1
738,parcel_00738.jpg,37,70,59,69.04,150.23,146.93,105.77,168,1
739,parcel_00739.jpg,61,62,56,78.48,159.44,133.13,82.81,154,1
740,parcel_00740.jpg,80,30,21,155.19,174.24,148.72,38.06,159,1
741,parcel_00741.jpg,63,24,57,53.66,140.92,78.56,58.15,136,-1
742,parcel_00742.jpg,87,16,41,129.37,169.71,143.11,63.84,155,-1
743,parcel_00743.jpg,22,66,52,298.17,191.0,64.79,44.28,175,-1
744,parcel_00744.jpg,57,45,49,88.28,145.05,167.92,99.94,140,-1
745,parcel_00745.jpg,44,45,18,219.11,216.58,126.02,29.07,172,1
746,parcel_00746.jpg,32,47,16,129.84,207.33,88.4,24.58,171,1
747,parcel_00747.jpg,66,53,16,119.4,174.34,150.1,37.32,149,1
748,parcel_00748.jpg,21,18,15,197.99,229.53,34.43,13.72,146,-1
749,parcel_00749.jpg,47,64,25,253.63,193.53,104.2,39.67,160,-1
750,parcel_00750.jpg,25,50,12,258.71,182.29,54.46,18.44,154,-1
751,parcel_00751.jpg,73,56,12,39.16,208.46,154.17,25.63,167,-1
752,parcel_00752.jpg,76,70,11,144.51,184.11,120.01,21.98,172,1
753,parcel_00753.jpg,38,43,41,159.92,196.12,69.93,39.93,140,1
754,parcel_00754.jpg,84,43,50,124.17,160.55,123.17,47.83,147,-1
755,parcel_00755.jpg,90,54,58,30.15,154.87,207.48,93.37,151,1
756,parcel_00756.jpg,66,22,43,227.22,155.86,117.85,62.07,143,1
757,parcel_00757.jpg,31,38,10,78.3,217.72,64.43,16.32,151,1
758,parcel_00758.jpg,52,16,22,158.55,198.35,86.99,26.46,134,-1
759,parcel_00759.jpg,20,28,18,114.06,178.8,41.3,16.17,170,-1
760,parcel_00760.jpg,25,20,60,272.72,160.87,75.22,95.13,166,1
761,parcel_00761.jpg,55,30,44,220.8,165.55,86.02,40.96,143,1
762,parcel_00762.jpg,42,25,53,201.16,153.87,101.64,68.31,138,-1
763,parcel_00763.jpg,32,20,22,67.31,178.01,59.28,25.99,151,-1
764,parcel_00764.jpg,72,13,58,162.21,173.56,107.74,72.13,164,-1
765,parcel_00765.jpg,60,54,23,100.13,173.31,115.33,34.82,145,-1
766,parcel_00766.jpg,19,37,18,314.17,177.19,45.49,18.03,144,1
767,parcel_00767.jpg,38,29,12,79.92,141.86,97.44,25.67,134,1
768,parcel_00768.jpg,45,54,53,24.34,130.95,158.95,115.38,149,-1
769,parcel_00769.jpg,18,54,50,40.04,145.82,80.68,88.76,138,-1
770,parcel_00770.jpg,36,47,49,69.1,172.18,69.06,61.6,137,1
771,parcel_00771.jpg,30,58,44,33.97,167.71,100.06,76.43,159,-1
772,parcel_00772.jpg,73,66,60,153.19,165.5,150.23,76.6,160,1
773,parcel_00773.jpg,82,60,42,186.47,183.85,137.13,47.03,171,1
774,parcel_00774.jpg,19,30,28,141.11,162.1,40.77,23.89,142,-1
775,parcel_00775.jpg,25,14,33,293.73,179.32,55.19,40.07,161,-1
776,parcel_00776.jpg,38,23,11,210.86,214.95,105.09,26.41,144,-1
777,parcel_00777.jpg,29,58,10,247.99,182.29,80.9,22.75,137,-1
778,parcel_00778.jpg,90,19,54,144.35,148.58,187.7,99.84,161,-1
779,parcel_00779.jpg,27,45,27,213.75,162.23,74.29,45.03,140,1
780,parcel_00780.jpg,74,33,46,101.8,185.7,136.2,55.88,152,-1
781,parcel_00781.jpg,36,32,49,57.01,171.32,78.69,64.19,135,1
782,parcel_00782.jpg,74,60,28,31.16,139.0,173.47,55.85,130,-1
783,parcel_00783.jpg,41,68,20,108.7,202.66,89.23,31.45,156,-1
784,parcel_00784.jpg,39,20,17,271.23,177.53,87.55,27.07,159,-1
785,parcel_00785.jpg,67,33,38,203.19,180.22,110.24,48.33,149,-1
786,parcel_00786.jpg,51,33,53,100.87,146.55,137.36,97.78,141,-1
787,parcel_00787.jpg,33,40,31,159.59,178.48,60.18,31.89,164,1
788,parcel_00788.jpg,78,13,48,103.54,156.05,168.09,74.79,150,-1
789,parcel_00789.jpg,38,16,44,71.83,154.76,93.53,83.6,139,-1
790,parcel_00790.jpg,71,33,58,22.04,149.42,174.34,90.86,142,-1
791,parcel_00791.jpg,53,55,14,151.39,157.59,92.22,24.34,149,1
792,parcel_00792.jpg,50,63,21,141.77,181.45,81.58,26.93,137,1
793,parcel_00793.jpg,86,68,32,123.26,179.14,204.26,64.93,141,-1
794,parcel_00794.jpg,29,46,51,80.48,173.34,98.77,67.85,141,1
795,parcel_00795.jpg,88,51,38,67.13,164.59,196.36,68.12,131,-1
796,parcel_00796.jpg,51,13,14,249.45,175.89,73.56,16.62,135,-1
797,parcel_00797.jpg,36,33,42,138.31,157.11,68.08,55.18,151,1
798,parcel_00798.jpg,28,47,59,164.29,167.26,73.29,77.9,159,1
799,parcel_00799.jpg,55,50,44,147.51,165.35,139.06,60.03,135,-1
800,parcel_00800.jpg,73,70,26,39.03,163.91,129.27,45.22,131,1
801,parcel_00801.jpg,82,48,48,41.79,155.93,196.52,87.72,151,-1
802,parcel_00802.jpg,46,19,24,256.18,201.45,104.09,39.49,139,1
803,parcel_00803.jpg,53,32,23,68.62,183.68,116.51,36.75,167,1
804,parcel_00804.jpg,50,61,28,175.1,187.36,130.17,45.92,174,1
805,parcel_00805.jpg,62,12,48,54.01,184.51,95.67,57.97,150,1
806,parcel_00806.jpg,74,39,15,124.03,152.58,163.3,30.96,134,1
807,parcel_00807.jpg,78,34,60,162.79,175.4,152.27,80.6,173,1
808,parcel_00808.jpg,42,33,18,107.14,200.5,101.71,34.2,168,-1
809,parcel_00809.jpg,83,55,40,79.2,172.78,166.19,68.23,147,-1
810,parcel_00810.jpg,47,22,60,111.57,162.59,66.17,46.05,138,-1
811,parcel_00811.jpg,89,66,33,166.13,157.75,195.68,55.73,147,-1
812,parcel_00812.jpg,57,42,20,96.18,187.87,159.35,38.32,138,-1
813,parcel_00813.jpg,52,50,27,126.4,185.2,148.19,51.12,145,1
814,parcel_00814.jpg,85,28,23,27.26,212.64,153.67,32.8,147,1
815,parcel_00815.jpg,72,33,41,152.36,161.95,172.56,85.35,160,1
816,parcel_00816.jpg,26,49,38,269.64,155.74,74.96,54.17,132,-1
817,parcel_00817.jpg,79,23,26,156.32,170.85,172.14,57.77,140,-1
818,parcel_00818.jpg,75,32,24,167.31,184.16,176.42,54.32,174,1
819,parcel_00819.jpg,56,68,24,227.01,202.3,85.0,26.41,136,1
820,parcel_00820.jpg,81,57,23,149.57,197.04,184.93,46.91,162,-1
821,parcel_00821.jpg,63,20,10,254.66,232.48,80.98,10.23,139,1
822,parcel_00822.jpg,50,43,53,188.29,162.6,132.3,77.54,139,-1
823,parcel_00823.jpg,30,61,25,125.0,171.44,95.83,49.48,130,1
824,parcel_00824.jpg,57,62,59,35.34,189.85,101.8,53.52,160,1
825,parcel_00825.jpg,22,52,20,167.16,177.26,54.33,28.09,153,1
826,parcel_00826.jpg,31,64,14,165.23,158.8,117.1,39.8,138,-1
827,parcel_00827.jpg,18,45,32,228.28,179.94,66.74,41.99,142,-1
828,parcel_00828.jpg,38,58,31,143.57,165.01,64.41,28.3,156,-1
829,parcel_00829.jpg,21,31,23,46.68,189.56,61.18,38.15,172,-1
830,parcel_00830.jpg,68,23,48,142.55,165.12,154.98,79.35,161,-1
831,parcel_00831.jpg,47,29,52,106.33,178.53,90.6,64.05,174,-1
832,parcel_00832.jpg,25,15,23,285.02,181.48,63.86,35.46,172,1
833,parcel_00833.jpg,81,33,14,49.42,166.36,124.28,20.06,138,1
834,parcel_00834.jpg,78,64,35,101.19,194.63,152.76,50.01,148,1
835,parcel_00835.jpg,82,37,46,63.69,154.84,180.55,87.25,141,1
836,parcel_00836.jpg,33,32,44,239.76,177.92,88.78,66.81,147,-1
837,parcel_00837.jpg,47,17,12,205.6,150.96,78.16,14.94,137,-1
838,parcel_00838.jpg,77,30,25,27.64,191.03,125.32,29.19,167,1
839,parcel_00839.jpg,45,18,33,39.5,197.75,80.4,34.71,170,-1
840,parcel_00840.jpg,59,44,25,38.41,187.09,95.96,33.9,142,1
841,parcel_00841.jpg,18,48,22,88.58,195.63,72.5,40.86,140,1
842,parcel_00842.jpg,47,34,18,190.78,167.54,82.26,25.31,147,1
843,parcel_00843.jpg,84,32,50,155.43,167.01,196.76,88.99,168,1
844,parcel_00844.jpg,27,36,60,255.87,137.07,97.67,112.85,140,1
845,parcel_00845.jpg,20,33,36,121.46,176.63,73.01,67.71,172,-1
846,parcel_00846.jpg,86,13,54,188.81,186.59,100.58,38.34,149,-1
847,parcel_00847.jpg,25,69,51,253.37,169.52,86.62,77.25,168,1
848,parcel_00848.jpg,77,47,43,33.99,178.54,172.59,60.37,172,-1
849,parcel_00849.jpg,47,42,20,188.77,194.55,99.14,31.31,130,1
850,parcel_00850.jpg,77,17,44,42.73,180.23,90.86,31.92,142,1
851,parcel_00851.jpg,77,44,33,192.23,153.51,121.9,36.22,143,1
852,parcel_00852.jpg,64,68,50,23.97,153.04,186.22,93.15,158,-1
853,parcel_00853.jpg,51,56,51,56.57,142.77,150.06,74.56,134,1
854,parcel_00854.jpg,18,32,44,88.14,170.27,54.73,73.12,165,1
855,parcel_00855.jpg,27,30,57,59.6,151.86,69.18,94.99,162,-1
856,parcel_00856.jpg,75,58,12,33.59,179.61,206.38,31.73,164,-1
857,parcel_00857.jpg,50,69,60,94.03,151.34,107.0,62.73,132,1
858,parcel_00858.jpg,76,30,40,145.44,173.87,147.16,59.74,144,1
859,parcel_00859.jpg,88,14,55,92.73,134.44,134.72,58.7,130,-1
860,parcel_00860.jpg,79,67,44,134.07,165.54,143.04,46.32,131,-1
861,parcel_00861.jpg,42,61,32,119.53,175.14,105.46,45.06,147,1
862,parcel_00862.jpg,47,42,38,217.42,161.71,105.16,54.2,140,-1
863,parcel_00863.jpg,23,57,35,100.22,158.75,116.05,84.43,144,-1
864,parcel_00864.jpg,62,68,52,140.06,164.62,107.67,64.7,142,-1
865,parcel_00865.jpg,64,44,31,146.29,171.58,125.16,47.61,164,-1
866,parcel_00866.jpg,57,66,30,206.71,193.62,127.54,52.07,141,1
867,parcel_00867.jpg,29,62,47,217.7,181.97,56.5,48.84,173,-1
868,parcel_00868.jpg,64,22,25,181.3,216.81,93.56,26.42,146,-1
869,parcel_00869.jpg,75,24,50,155.59,164.49,96.55,39.45,133,1
870,parcel_00870.jpg,25,12,17,107.17,203.26,61.75,34.67,153,-1
871,parcel_00871.jpg,24,36,48,149.68,163.21,68.35,83.81,161,1
872,parcel_00872.jpg,62,43,20,140.45,170.21,141.85,36.67,162,1
873,parcel_00873.jpg,39,15,17,240.73,190.55,78.01,24.05,131,1
874,parcel_00874.jpg,35,25,51,232.44,169.25,65.44,61.74,164,-1
875,parcel_00875.jpg,60,15,23,253.57,201.38,84.23,26.95,148,-1
876,parcel_00876.jpg,18,29,18,85.45,196.55,36.45,23.29,163,1
877,parcel_00877.jpg,20,27,48,103.95,188.93,47.67,50.11,132,-1
878,parcel_00878.jpg,21,63,54,43.27,171.54,49.83,58.48,141,1
879,parcel_00879.jpg,85,32,58,64.38,138.47,196.16,104.93,134,-1
880,parcel_00880.jpg,26,31,37,29.95,166.71,58.66,44.34,161,-1
881,parcel_00881.jpg,64,17,8,51.26,213.39,90.78,14.32,145,1
882,parcel_00882.jpg,53,34,15,209.26,206.38,107.52,30.61,147,-1
883,parcel_00883.jpg,64,57,39,194.15,155.86,129.58,49.61,148,-1
884,parcel_00884.jpg,64,17,51,221.95,177.79,109.42,63.79,170,1
885,parcel_00885.jpg,63,42,17,191.24,179.47,139.38,28.27,144,1
886,parcel_00886.jpg,71,59,52,109.17,146.93,199.76,105.85,148,-1
887,parcel_00887.jpg,22,64,17,210.58,180.14,58.35,19.89,175,-1
888,parcel_00888.jpg,31,52,28,109.55,150.75,74.35,43.53,139,1
889,parcel_00889.jpg,79,68,20,220.22,196.9,129.65,27.69,130,1
890,parcel_00890.jpg,75,37,52,114.86,152.5,182.69,83.27,145,-1
891,parcel_00891.jpg,46,56,50,33.37,168.82,130.98,76.54,164,1
892,parcel_00892.jpg,52,29,44,216.02,176.38,76.47,48.97,142,-1
893,parcel_00893.jpg,60,56,43,258.52,186.37,98.17,46.47,174,-1
894,parcel_00894.jpg,29,31,25,234.33,215.79,44.56,23.62,130,-1
895,parcel_00895.jpg,75,27,38,95.09,189.79,111.71,38.4,156,1
896,parcel_00896.jpg,21,55,30,63.72,205.55,63.16,39.48,174,1
897,parcel_00897.jpg,84,50,23,130.25,190.25,192.18,47.38,163,-1
898,parcel_00898.jpg,56,44,40,106.1,165.91,81.65,39.1,154,1
899,parcel_00899.jpg,47,24,11,163.99,209.56,96.49,23.34,165,1
900,parcel_00900.jpg,62,12,21,206.02,199.78,107.89,28.45,174,1
901,parcel_00901.jpg,52,33,30,112.62,154.02,91.04,41.42,137,-1
902,parcel_00902.jpg,43,57,30,111.26,150.11,95.45,38.84,142,-1
903,parcel_00903.jpg,66,70,56,37.38,168.87,195.76,87.13,167,-1
904,parcel_00904.jpg,71,51,44,60.66,181.04,136.96,49.37,175,-1
905,parcel_00905.jpg,18,18,48,272.34,176.55,35.92,56.69,137,1
906,parcel_00906.jpg,85,51,37,114.4,156.51,226.0,85.14,144,1
907,parcel_00907.jpg,32,13,34,28.45,173.11,64.88,35.67,131,-1
908,parcel_00908.jpg,74,47,43,121.78,136.91,120.61,40.77,131,-1
909,parcel_00909.jpg,20,60,25,210.76,206.85,81.68,35.97,151,1
910,parcel_00910.jpg,62,13,28,127.99,183.24,135.21,51.84,147,-1
911,parcel_00911.jpg,27,48,50,174.43,184.77,64.76,57.86,131,-1
912,parcel_00912.jpg,63,17,41,130.27,192.01,131.57,49.94,173,-1
913,parcel_00913.jpg,54,46,59,192.95,148.81,131.58,86.79,137,1
914,parcel_00914.jpg,86,61,49,121.62,147.95,214.56,101.06,153,-1
915,parcel_00915.jpg,81,13,40,170.73,183.76,107.78,51.17,164,1
916,parcel_00916.jpg,45,65,24,247.2,185.01,95.38,29.72,135,1
917,parcel_00917.jpg,56,51,17,160.36,195.26,121.27,33.72,149,-1
918,parcel_00918.jpg,68,60,24,171.63,174.45,142.96,39.29,141,1
919,parcel_00919.jpg,31,15,53,82.43,174.27,65.59,70.58,148,-1
920,parcel_00920.jpg,90,52,31,91.56,184.79,161.54,41.89,141,-1
921,parcel_00921.jpg,48,30,38,138.64,193.09,95.92,52.78,144,1
922,parcel_00922.jpg,77,66,18,99.77,179.94,168.73,27.49,140,1
923,parcel_00923.jpg,66,43,28,205.63,151.49,117.18,40.25,134,-1
924,parcel_00924.jpg,27,47,57,132.8,193.34,62.46,52.23,152,1
925,parcel_00925.jpg,45,45,15,164.9,142.74,77.32,19.5,132,-1
926,parcel_00926.jpg,33,53,31,40.06,165.37,123.4,66.59,149,-1
927,parcel_00927.jpg,48,57,11,146.69,196.92,138.08,32.11,140,1
928,parcel_00928.jpg,57,22,15,148.09,195.04,127.28,30.54,154,-1
929,parcel_00929.jpg,60,61,21,149.14,169.79,118.46,27.26,145,1
930,parcel_00930.jpg,33,33,14,88.33,213.63,90.95,29.01,166,1
931,parcel_00931.jpg,86,64,58,27.28,179.09,135.91,55.04,174,1
932,parcel_00932.jpg,71,60,13,136.42,217.21,126.2,24.37,171,-1
933,parcel_00933.jpg,57,46,29,184.68,189.28,146.04,51.13,131,-1
934,parcel_00934.jpg,64,26,57,148.74,167.33,115.58,75.57,147,-1
935,parcel_00935.jpg,22,49,37,75.93,173.07,81.54,68.07,167,-1
936,parcel_00936.jpg,81,48,39,210.36,198.99,136.25,43.87,155,1
937,parcel_00937.jpg,51,12,11,138.37,182.79,78.75,14.24,132,-1
938,parcel_00938.jpg,74,21,23,36.39,182.72,157.3,47.58,161,1
939,parcel_00939.jpg,42,37,41,72.36,176.17,86.59,63.02,165,-1
940,parcel_00940.jpg,48,26,10,165.31,209.27,86.96,19.38,168,1
941,parcel_00941.jpg,52,29,15,93.93,188.21,104.0,24.73,146,-1
942,parcel_00942.jpg,61,49,32,255.71,171.32,106.65,42.56,166,-1
943,parcel_00943.jpg,48,46,27,123.06,162.91,116.92,36.25,139,-1
944,parcel_00944.jpg,67,28,58,183.85,163.76,124.47,80.49,140,-1
945,parcel_00945.jpg,25,33,34,128.03,184.6,72.08,51.47,148,1
946,parcel_00946.jpg,70,14,43,52.44,143.49,90.04,45.84,131,-1
947,parcel_00947.jpg,52,62,20,191.0,181.45,121.98,36.63,139,-1
948,parcel_00948.jpg,52,48,35,70.4,174.67,91.53,51.56,167,1
949,parcel_00949.jpg,83,43,55,137.42,143.98,194.81,106.03,159,1
950,parcel_00950.jpg,53,38,58,186.5,166.83,122.74,88.62,166,1
951,parcel_00951.jpg,26,59,11,232.93,169.25,95.92,29.76,153,-1
952,parcel_00952.jpg,42,13,24,206.07,138.3,64.4,25.71,133,-1
953,parcel_00953.jpg,50,38,29,78.71,158.61,135.91,56.32,139,1
954,parcel_00954.jpg,30,24,41,25.32,170.24,88.23,74.0,166,1
955,parcel_00955.jpg,43,40,29,177.52,146.11,104.9,50.65,141,1
956,parcel_00956.jpg,71,26,23,163.47,197.86,143.45,31.6,167,1
957,parcel_00957.jpg,53,60,21,35.96,161.16,162.23,49.51,137,-1
958,parcel_00958.jpg,19,22,8,281.05,194.11,54.87,20.22,164,-1
959,parcel_00959.jpg,38,46,53,213.66,176.36,81.54,66.23,136,-1
960,parcel_00960.jpg,24,18,43,41.26,189.25,47.16,41.6,144,-1
961,parcel_00961.jpg,33,37,35,76.7,205.23,71.4,36.19,166,1
962,parcel_00962.jpg,27,35,44,261.22,193.37,50.24,48.11,166,1
963,parcel_00963.jpg,58,61,50,98.31,168.61,133.21,77.35,163,-1
964,parcel_00964.jpg,47,39,51,91.03,148.23,135.81,98.26,164,1
965,parcel_00965.jpg,82,64,25,32.62,209.08,139.27,36.57,143,1
966,parcel_00966.jpg,24,39,13,47.93,162.95,91.09,30.28,143,1
967,parcel_00967.jpg,79,13,8,35.44,180.62,88.4,8.84,173,1
968,parcel_00968.jpg,89,23,20,163.14,167.56,154.42,36.43,145,-1
969,parcel_00969.jpg,29,65,51,90.05,166.82,107.44,87.27,163,-1
970,parcel_00970.jpg,32,12,46,198.07,197.66,56.31,46.52,157,-1
971,parcel_00971.jpg,87,66,41,77.31,162.22,171.34,61.68,147,1
972,parcel_00972.jpg,56,61,9,211.06,207.68,100.28,19.66,157,1
973,parcel_00973.jpg,83,28,12,204.65,221.16,136.81,21.73,159,1
974,parcel_00974.jpg,46,35,24,39.04,159.5,132.07,48.27,134,-1
975,parcel_00975.jpg,34,37,53,212.86,188.11,65.44,47.24,175,-1
976,parcel_00976.jpg,32,65,59,188.37,172.58,74.68,74.0,169,-1
977,parcel_00977.jpg,28,22,45,76.27,166.18,38.94,34.04,158,-1
978,parcel_00978.jpg,35,40,29,66.11,192.12,61.2,37.53,163,1
979,parcel_00979.jpg,65,29,11,48.97,193.39,130.27,21.38,130,-1
980,parcel_00980.jpg,36,29,29,167.22,186.73,87.84,54.07,134,1
981,parcel_00981.jpg,67,18,8,133.77,180.22,146.48,18.22,145,-1
982,parcel_00982.jpg,51,46,22,34.83,168.82,154.22,49.37,152,-1
983,parcel_00983.jpg,87,38,27,192.87,154.61,138.74,30.46,133,-1
984,parcel_00984.jpg,62,69,52,152.63,155.23,188.89,92.99,165,1
985,parcel_00985.jpg,85,29,12,119.47,225.6,153.13,18.7,145,1
986,parcel_00986.jpg,42,62,56,143.15,164.36,85.81,63.68,133,1
987,parcel_00987.jpg,35,40,29,147.58,175.09,63.75,31.21,168,-1
988,parcel_00988.jpg,43,60,18,233.94,157.81,124.39,40.81,148,-1
989,parcel_00989.jpg,32,32,60,182.07,171.04,56.97,65.3,131,1
990,parcel_00990.jpg,49,63,12,115.79,208.18,114.53,26.42,160,1
991,parcel_00991.jpg,27,64,13,209.21,214.14,73.3,22.88,174,1
992,parcel_00992.jpg,31,59,26,205.85,142.66,123.54,55.66,130,1
993,parcel_00993.jpg,40,36,17,217.26,181.9,96.29,36.31,151,1
994,parcel_00994.jpg,43,17,56,107.55,185.75,62.65,43.54,148,1
995,parcel_00995.jpg,28,51,31,121.01,177.23,79.14,37.52,158,-1
996,parcel_00996.jpg,66,70,41,66.27,167.08,175.04,71.34,151,-1
997,parcel_00997.jpg,59,35,40,149.08,152.94,85.0,43.78,142,-1
998,parcel_00998.jpg,35,41,18,180.05,209.68,53.91,24.11,169,1
999,parcel_00999.jpg,41,35,26,92.07,197.1,66.19,28.66,157,1
1000,parcel_01000.jpg,21,23,16,277.6,218.26,44.31,22.36,164,-1
1001,parcel_01001.jpg,60,38,29,22.56,173.1,137.85,54.74,163,-1
1002,parcel_01002.jpg,60,67,27,94.33,175.62,149.53,40.1,146,1
1003,parcel_01003.jpg,81,15,42,162.7,173.75,174.15,71.05,164,-1
1004,parcel_01004.jpg,74,16,59,228.47,181.54,99.28,60.88,140,-1
1005,parcel_01005.jpg,18,31,8,89.13,207.65,44.95,12.17,173,-1
1006,parcel_01006.jpg,77,65,52,132.46,143.6,208.87,103.86,144,1
1007,parcel_01007.jpg,43,63,31,148.77,192.48,93.06,49.89,162,1
1008,parcel_01008.jpg,68,29,19,59.29,157.77,137.76,34.29,130,1
1009,parcel_01009.jpg,55,15,11,286.49,174.75,66.91,13.56,149,-1
1010,parcel_01010.jpg,24,56,24,217.35,184.68,81.41,48.71,156,-1
1011,parcel_01011.jpg,36,61,40,159.59,202.87,73.8,35.79,153,1
1012,parcel_01012.jpg,55,27,41,29.32,172.93,119.38,70.63,163,-1
1013,parcel_01013.jpg,73,17,42,220.08,163.66,102.02,39.25,158,-1
1014,parcel_01014.jpg,40,54,12,173.3,168.46,99.96,30.2,140,-1
1015,parcel_01015.jpg,64,40,53,71.67,159.06,151.41,88.4,158,-1
1016,parcel_01016.jpg,61,22,26,222.32,187.08,98.43,36.71,148,1
1017,parcel_01017.jpg,61,26,41,180.0,159.99,113.88,58.72,155,1
1018,parcel_01018.jpg,21,21,28,300.61,160.93,49.38,38.92,149,-1
1019,parcel_01019.jpg,87,68,16,24.53,201.92,240.87,38.88,137,1
1020,parcel_01020.jpg,66,44,37,185.69,177.86,146.12,55.15,160,1
1021,parcel_01021.jpg,33,65,39,233.67,179.43,96.57,61.99,169,1
1022,parcel_01022.jpg,47,31,35,113.62,174.67,80.67,46.01,154,-1
1023,parcel_01023.jpg,35,32,58,98.31,174.16,81.85,69.58,170,1
1024,parcel_01024.jpg,26,21,48,232.73,163.78,71.09,75.67,155,1
1025,parcel_01025.jpg,34,30,51,61.7,167.08,73.62,70.31,146,-1
1026,parcel_01026.jpg,69,47,32,102.54,191.48,114.46,36.41,136,1
1027,parcel_01027.jpg,80,69,32,146.7,188.04,202.04,57.21,147,1
1028,parcel_01028.jpg,83,15,24,180.36,188.82,166.75,38.3,147,-1
1029,parcel_01029.jpg,83,19,24,179.3,165.4,160.54,34.93,130,-1
1030,parcel_01030.jpg,54,25,48,41.92,150.64,129.78,72.22,135,-1
1031,parcel_01031.jpg,68,29,26,68.87,152.47,141.24,49.64,141,1
1032,parcel_01032.jpg,64,31,46,137.98,183.08,91.54,49.87,168,-1
1033,parcel_01033.jpg,75,61,51,107.83,162.24,174.55,93.76,174,1
1034,parcel_01034.jpg,90,19,48,78.44,172.9,171.01,62.41,139,1
1035,parcel_01035.jpg,88,37,39,101.88,180.8,120.08,39.06,169,-1
1036,parcel_01036.jpg,78,54,41,157.06,166.29,158.68,69.14,160,1
1037,parcel_01037.jpg,88,41,29,108.93,180.8,149.38,39.62,147,-1
1038,parcel_01038.jpg,28,27,11,272.91,179.42,40.69,15.52,153,-1
1039,parcel_01039.jpg,90,48,52,46.33,180.7,160.24,64.75,175,-1
1040,parcel_01040.jpg,53,12,48,220.92,170.59,93.46,59.02,166,1
1041,parcel_01041.jpg,28,34,28,220.08,204.88,73.2,41.09,139,-1
1042,parcel_01042.jpg,31,28,48,168.16,164.55,49.21,51.73,144,-1
1043,parcel_01043.jpg,34,23,48,153.59,169.31,79.95,64.34,164,-1
1044,parcel_01044.jpg,83,37,37,167.45,170.12,151.86,49.15,166,-1
1045,parcel_01045.jpg,77,16,38,144.65,180.42,140.69,45.99,156,1
1046,parcel_01046.jpg,51,70,22,142.97,182.19,158.55,52.21,145,1
1047,parcel_01047.jpg,44,39,47,122.08,161.96,117.03,72.55,143,1
1048,parcel_01048.jpg,71,59,39,124.65,195.08,122.64,44.98,170,1
1049,parcel_01049.jpg,58,64,41,118.02,176.65,153.3,79.35,174,-1
1050,parcel_01050.jpg,55,53,16,216.91,183.5,129.49,30.58,173,-1
1051,parcel_01051.jpg,40,24,54,277.61,145.64,83.53,79.38,132,-1
1052,parcel_01052.jpg,76,70,58,163.53,156.39,169.24,88.2,152,-1
1053,parcel_01053.jpg,74,39,26,127.43,191.14,108.17,36.76,168,-1
1054,parcel_01054.jpg,85,46,41,134.61,193.89,122.96,41.26,170,-1
1055,parcel_01055.jpg,41,17,44,114.93,141.62,68.35,50.86,136,1
